iter = 4,step = 90, loss = 1.488949, accuracy = 0.968750 
iter = 4,step = 100, loss = 1.549662, accuracy = 0.906250 
iter = 4,step = 110, loss = 1.508026, accuracy = 0.953125 
iter = 4,step = 120, loss = 1.474284, accuracy = 0.984375 
iter = 4,step = 130, loss = 1.476924, accuracy = 0.984375 
iter = 4,step = 140, loss = 1.461151, accuracy = 1.000000 
iter = 4,step = 150, loss = 1.488367, accuracy = 0.976562 
iter = 4,step = 160, loss = 1.500213, accuracy = 0.960938 
iter = 4,step = 170, loss = 1.508064, accuracy = 0.953125 
iter = 4,step = 180, loss = 1.497070, accuracy = 0.960938 
iter = 4,step = 190, loss = 1.508189, accuracy = 0.953125 
iter = 4,step = 200, loss = 1.509942, accuracy = 0.945312 
iter = 4,step = 210, loss = 1.489976, accuracy = 0.968750 
iter = 4,step = 220, loss = 1.491155, accuracy = 0.968750 
iter = 4,step = 230, loss = 1.492323, accuracy = 0.968750 
iter = 4,step = 240, loss = 1.476772, accuracy = 0.984375 
iter = 4,step = 250, loss = 1.494535, accuracy = 0.968750 
iter = 4,step = 260, loss = 1.492320, accuracy = 0.968750 
iter = 4,step = 270, loss = 1.507827, accuracy = 0.953125 
iter = 4,step = 280, loss = 1.468967, accuracy = 0.992188 
iter = 4,step = 290, loss = 1.492421, accuracy = 0.968750 
iter = 4,step = 300, loss = 1.492390, accuracy = 0.968750 
iter = 4,step = 310, loss = 1.478591, accuracy = 0.984375 
iter = 4,step = 320, loss = 1.491477, accuracy = 0.968750 
iter = 4,step = 330, loss = 1.534792, accuracy = 0.921875 
iter = 4,step = 340, loss = 1.506630, accuracy = 0.953125 
iter = 4,step = 350, loss = 1.484938, accuracy = 0.976562 
iter = 4,step = 360, loss = 1.484549, accuracy = 0.976562 
iter = 4,step = 370, loss = 1.491609, accuracy = 0.968750 
iter = 4,step = 380, loss = 1.510200, accuracy = 0.945312 
iter = 4,step = 390, loss = 1.476779, accuracy = 0.984375 
iter = 4,step = 400, loss = 1.493676, accuracy = 0.968750 
iter = 4,step = 410, loss = 1.484706, accuracy = 0.976562 
iter = 4,step = 420, loss = 1.500235, accuracy = 0.960938 
iter = 5,step = 0, loss = 1.498779, accuracy = 0.960938 
iter = 5,step = 10, loss = 1.477038, accuracy = 0.984375 
iter = 5,step = 20, loss = 1.476945, accuracy = 0.984375 
iter = 5,step = 30, loss = 1.536209, accuracy = 0.929688 
iter = 5,step = 40, loss = 1.522934, accuracy = 0.937500 
iter = 5,step = 50, loss = 1.469962, accuracy = 0.992188 
iter = 5,step = 60, loss = 1.492326, accuracy = 0.968750 
iter = 5,step = 70, loss = 1.492373, accuracy = 0.968750 
iter = 5,step = 80, loss = 1.515878, accuracy = 0.945312 
iter = 5,step = 90, loss = 1.483607, accuracy = 0.976562 
iter = 5,step = 100, loss = 1.500657, accuracy = 0.960938 
iter = 5,step = 110, loss = 1.493520, accuracy = 0.968750 
iter = 5,step = 120, loss = 1.461166, accuracy = 1.000000 
iter = 5,step = 130, loss = 1.476776, accuracy = 0.984375 
iter = 5,step = 140, loss = 1.461151, accuracy = 1.000000 
iter = 5,step = 150, loss = 1.493825, accuracy = 0.968750 
iter = 5,step = 160, loss = 1.500213, accuracy = 0.960938 
iter = 5,step = 170, loss = 1.515306, accuracy = 0.945312 
iter = 5,step = 180, loss = 1.507153, accuracy = 0.953125 
iter = 5,step = 190, loss = 1.512902, accuracy = 0.945312 
iter = 5,step = 200, loss = 1.492923, accuracy = 0.968750 
iter = 5,step = 210, loss = 1.484353, accuracy = 0.976562 
iter = 5,step = 220, loss = 1.499631, accuracy = 0.960938 
iter = 5,step = 230, loss = 1.492293, accuracy = 0.968750 
iter = 5,step = 240, loss = 1.477041, accuracy = 0.984375 
iter = 5,step = 250, loss = 1.504301, accuracy = 0.960938 
iter = 5,step = 260, loss = 1.490246, accuracy = 0.968750 
iter = 5,step = 270, loss = 1.500417, accuracy = 0.960938 
iter = 5,step = 280, loss = 1.491566, accuracy = 0.968750 
iter = 5,step = 290, loss = 1.485620, accuracy = 0.976562 
iter = 5,step = 300, loss = 1.492401, accuracy = 0.968750 
